,logFC,logCPM,PValue,FDR
PA3414,-2.82134291408179,4.78056895924099,6.09869474209949e-18,8.57138335288142e-17
PA4322,2.4125529962158,6.13571441241546,7.19468292324058e-18,1.00619235561971e-16
PA0092,2.7111337762063,4.36218049966575,8.05500871095395e-18,1.12374298429476e-16
PA2395,-4.83902601330932,4.4623220790205,8.65893203245481e-18,1.20503470784996e-16
PA4570,-4.8484938963101,4.21832072970812,9.53369570415623e-18,1.32352870924692e-16
PA4704.1,-4.32522456173453,4.50764326962189,1.00965002528175e-17,1.39824215696335e-16
PA3784,-2.94837031281854,6.12958254247519,1.01491406827159e-17,1.40211242813773e-16
PA2070,-2.5407072414676,4.48225502958211,1.08380128268452e-17,1.49364652502007e-16
PA4710,-2.95356335606214,5.17772423736988,1.29056193983119e-17,1.77428830371949e-16
PA3561,3.09123754080497,4.67807897619935,1.34089418407091e-17,1.83903313457841e-16
PA4362,-2.60224258911001,4.75886397141704,1.39327881104745e-17,1.9062739973801e-16
PA0743,-3.28054935122545,4.76764860797255,1.48661782746332e-17,2.02909039046557e-16
PA4333,2.54550902182338,8.24117734400413,1.51939713270871e-17,2.06885777446524e-16
PA4774,3.11502841024749,5.27682012187069,1.70322994127043e-17,2.31362191543864e-16
PA2504,-2.8542394027591,5.62582829295931,1.98208069004556e-17,2.68597951266794e-16
PA1172,-2.77773120579947,4.74869302057011,2.50678080238084e-17,3.37286762936455e-16
PA4273,2.64722611168429,10.3387497723727,2.57138935597095e-17,3.4516190929558e-16
PA1904,-4.21757227263386,4.41489053953878,2.77791087535069e-17,3.72004196939652e-16
PA1323,-3.19050857953763,6.68257449529175,2.83768781833222e-17,3.79115092529185e-16
PA0208,-3.52400498072286,7.24070287870031,2.84968960148631e-17,3.79824825287307e-16
PA4228,-3.12555071104389,7.46236541933652,3.01339931811792e-17,4.00704480755821e-16
PA4067,4.04507076219122,11.4871793900455,3.14114028639841e-17,4.16714825845097e-16
PA2108,-2.73112896866157,4.08974478244724,3.88289226173558e-17,5.13917535247893e-16
PA4245,2.39418243549717,7.8022179538716,3.96422344460829e-17,5.2346187717409e-16
PA5510,2.61604331055763,5.72477067256939,4.09394330137908e-17,5.39336660446181e-16
PA1471,-4.83873469677488,6.21340331469036,4.27649282821579e-17,5.62081626819659e-16
PA0178,-2.5323777567604,4.5359947329729,4.30903798210922e-17,5.65051216222082e-16
PA3403a,-3.43302438726707,3.97249170314256,5.57083852451969e-17,7.28829980235548e-16
PA5208,2.43507496800898,7.94334438405224,5.69070577739489e-17,7.42800629978119e-16
PA3554,2.6652151303204,5.27632621419699,6.68612590423993e-17,8.70729882666843e-16
PA5138,2.63261246145656,4.93066944304078,6.91988308229708e-17,8.99109751516769e-16
PA0072,3.15003553008623,3.87044608966931,7.14854297457415e-17,9.26699246795252e-16
PA5101,-2.62545056949886,4.59334208505302,7.22089708914388e-17,9.33946552896559e-16
PA3908,2.6027089584333,5.9001274987241,7.52967761522028e-17,9.71670670436835e-16
PA3547,-2.97060963709982,3.44183926190959,7.93584055938809e-17,1.02176196590035e-15
PA4215,-4.25513559510771,4.45103290932712,8.57108427261966e-17,1.10105467194422e-15
PA0452,-2.98200804758229,3.86103962272257,9.26788715401115e-17,1.18787953183917e-15
PA2572,-3.22482749030547,5.70083666445554,9.35565824308078e-17,1.19642854739218e-15
PA1562,-2.4084061263085,8.77925687172877,9.73212847441826e-17,1.23993887732384e-15
PA3691,-3.06577448001903,7.28798825386278,9.73956920194489e-17,1.23993887732384e-15
PA4321,2.51311282545541,5.50534720971782,9.84963092037026e-17,1.25114551154054e-15
PA3622,-3.2007334632238,10.5812206671665,9.87527722969935e-17,1.25160321674627e-15
PA2392,-4.05233183926478,5.15934016089451,1.01188323659823e-16,1.27961537135963e-15
PA2338,-2.80443257698553,3.92634323334437,1.02707648801879e-16,1.29594228866016e-15
PA0852,-3.9246440772195,9.16015428528909,1.05700564750324e-16,1.33074901696749e-15
PA2485,-3.68186990843627,3.78593509044351,1.07610626944484e-16,1.35179898183801e-15
PA4442,2.43033169770851,8.04004933087638,1.24579320225605e-16,1.56150415064235e-15
PA0490,-2.43442369233036,4.8376358316994,1.31049735609332e-16,1.63898766253257e-15
PA1419,2.84784258899966,3.96889040753296,1.36713536848807e-16,1.70606475214841e-15
PA3730,2.49686794419834,3.82490706291815,1.39357205433577e-16,1.73524169397335e-15
PA0215,-3.34020655605437,3.28633181452062,1.41513084117747e-16,1.75823039741918e-15
PA1354,-3.31063215800007,3.93101192158048,1.51781646746793e-16,1.87759518568255e-15
PA2468,-3.34826571333764,4.33221313940846,1.56301319152865e-16,1.92930193510862e-15
PA4899,-3.03693220931361,5.37946329100101,1.65846130672926e-16,2.04267750533813e-15
PA1903,-3.97188367964893,5.3731752176484,1.6938834782684e-16,2.08179012762077e-15
PA4616,3.14457405849724,4.2816276321762,1.84425607236704e-16,2.26170323518359e-15
PA5558,2.57684747221054,9.39465610645027,2.09325140861722e-16,2.5615261849415e-15
PA3656,2.90673805038268,10.9929549829247,2.27448421853936e-16,2.77731642857344e-15
PA2394,-4.32635311074319,4.99672550489596,2.55361216848179e-16,3.11146135035184e-15
PA3540,-4.78900730598526,6.22263062619369,2.69394303898925e-16,3.27541939515653e-15
PA4142,-3.49542629726515,4.60603380529889,2.83660587408137e-16,3.44150601560556e-15
PA2035,-2.75473418311868,4.66394647023933,2.98300040562907e-16,3.61140219683622e-15
PA1716,2.46100350454502,4.78787617330501,3.32408365742941e-16,4.01577595891153e-15
PA1272,2.40130924922867,5.30101875415689,3.53927163445246e-16,4.2666633419153e-15
PA4134,-3.45349197508874,5.41228011101069,3.74384153098677e-16,4.49419285685896e-15
PA5441,2.2365704063186,6.72439440868907,3.89435620550036e-16,4.65702486817571e-15
PA0110,-3.54875605297482,3.22641498782983,3.8958908284316e-16,4.65702486817571e-15
PA4788,-2.75676056530365,3.62905984222911,4.04067670853428e-16,4.81995007375161e-15
PA1982,-7.21068865540602,7.50861718103242,4.05177496313058e-16,4.82305623493824e-15
PA2434,-3.82975803868074,3.83984509560924,4.3793758118216e-16,5.20211210450273e-15
PA2684,2.48588245865942,7.02921075918772,4.51035496267874e-16,5.34651262590603e-15
PA5427,2.44318035723836,7.90912467672944,5.39790642493615e-16,6.37199847833419e-15
PA4254,2.31690501593846,7.38186135414671,5.5945562407173e-16,6.57692153178171e-15
PA4843,2.81433354667363,5.37125992632293,5.59466907335429e-16,6.57692153178171e-15
PA1654,2.19842530237313,6.25459711415412,5.74624673328739e-16,6.74115474206732e-15
PA3283,-2.75681198723022,3.80814858778316,6.05921241447697e-16,7.07905516242803e-15
PA1350,-2.34244876112477,3.70435283218565,6.15005352874194e-16,7.17043201975292e-15
PA3967,2.6581214239221,3.86874446897739,6.33825653783095e-16,7.37471734053363e-15
PA0108,-3.14458882364585,5.42868946564277,6.49176425038364e-16,7.53788086169291e-15
PA2553,-3.18610324535791,6.96632179461536,6.75363092719172e-16,7.82594212338664e-15
PA4272,2.79467374635543,10.5684243447209,6.92186057595695e-16,8.00454671085204e-15
PA2478,-3.12050618984522,4.31455514965335,7.19910922351808e-16,8.3082402786861e-15
PA3550,-3.26145828907619,4.37088901851907,7.30533055574205e-16,8.41372553661326e-15
