Geneid	B1K.sam	B2K.sam	B3K.sam	P1K.sam	P2K.sam	P3K.sam
PA4994	363	401	110	259	357	337
PA4995	315	577	144	763	1201	800
PA4996	5752	7038	2336	11348	14915	10603
PA4997	2303	3305	1586	4490	5921	5133
PA4998	737	1185	544	1442	1465	1105
PA4999	873	976	419	2245	2402	1924
PA5000	3616	2595	3369	5408	5538	3969
PA5001	2446	2140	1957	5510	7366	5075
PA5002	1835	2350	894	4214	6260	4546
PA5003	947	1643	555	2225	3625	2763
PA5004	1683	2460	763	3588	6477	5657
PA5005	4926	6149	2617	11147	17362	14203
PA5006	1168	1605	444	1837	2677	2277
PA5007	696	1008	357	1473	2412	2003
PA5008	1315	1548	527	2042	3226	2427
PA5009	430	620	188	998	1729	1329
PA5010	1684	2364	756	4749	7033	6095
PA5011	1072	1622	569	1625	3317	2975
PA5012	1241	2098	800	2282	5043	4043
PA5013	8158	8522	4926	12589	13440	13350
PA5014	4392	6031	2358	4319	5655	5714
PA5015	8532	10791	4252	51865	79900	56596
PA5016	3089	4082	1935	14455	29011	19259
PA5017	1671	2388	986	3215	2889	2261
PA5018	3138	4145	1432	2356	2588	2140
PA5019	1138	1789	556	1282	1899	1817
PA5020	663	875	284	711	622	605
PA5021	363	565	201	2436	2050	1822
PA5022	1461	2038	880	4242	4075	3194
PA5023	1120	1662	769	587	762	763
PA5024	294	309	244	306	494	755
PA5025	658	515	247	3586	2999	2333
PA5026	326	276	108	360	408	284
PA5027	1515	1249	413	19087	12582	4387
PA5028	2633	2890	1228	2941	2540	2191
PA5029	263	312	137	1005	1187	1100
PA5030	221	1046	612	728	793	506
PA5031	97	190	68	112	132	104
PA5032	88	196	47	99	115	116
PA5033	203	171	79	407	457	618
PA5034	2150	2137	642	2458	3507	3513
PA5035	2228	3305	1590	1812	2950	2591
PA5036	5211	8584	3100	4968	7491	6043
PA5037	5526	7429	2400	6470	9894	8925
PA5038	2290	3127	1470	3824	4618	4503
PA5039	1445	1918	1030	3315	3854	3356
PA5040	6276	6667	3324	14994	16682	15048
PA5041	1025	972	440	2476	2525	2195
PA5042	1079	1067	366	2665	2458	1730
PA5043	733	762	452	2399	2453	1920
PA5044	3197	3363	2807	8309	8576	6473
PA5045	3233	3843	1703	4907	4697	3576
PA5046	7999	6551	4294	19252	24281	21094
PA5047	1427	1708	599	1946	2840	2716
PA5048	854	840	385	1035	2507	2700
PA5049	1264	1302	950	7051	5233	7698
PA5050	1268	1446	559	1680	2229	1979
PA5051	3666	4501	1529	10291	14813	11399
PA5052	1518	1578	607	2053	4126	3020
PA5053	10611	14916	3646	6677	6042	6458
PA5054	11129	19578	4619	18547	18869	19602
PA5055	1182	1872	524	1794	1554	1447
PA5056	2974	3960	1114	1669	1224	1088
PA5057	1760	2684	695	541	530	480
PA5058	3887	4558	1702	489	515	508
PA5059	753	998	388	390	512	465
PA5060	13278	12072	10177	9277	8288	7248
PA5061	1689	2413	1595	1461	1283	1190
PA5062	464	377	302	967	733	759
PA5063	2135	2984	1054	2879	2957	2431
PA5064	829	1347	318	1187	1548	1460
PA5065	1847	2655	809	2898	3769	3086
PA5066	1893	2677	1275	3457	3268	3145
PA5067	1236	1602	564	1718	1645	1454
PA5068	869	800	651	1565	1165	972
PA5069	1316	1643	865	1843	1732	1199
PA5070	701	964	731	1576	1340	1141
PA5071	242	466	113	396	785	604
PA5072	120	179	65	224	507	502
PA5073	705	742	530	709	582	561
PA5074	416	672	241	1216	1941	1971
PA5075	424	442	240	1027	1925	2250
PA5076	1250	898	672	1952	2483	2948
PA5077	3735	5736	2225	7378	10308	9148
PA5078	3600	5018	1924	7170	8913	8476
PA5079	860	920	462	786	1046	1069
PA5080	2047	2611	994	2152	2685	2777
PA5081	187	228	64	186	238	221
PA5082	243	474	193	294	306	315
PA5083	142	280	133	95	145	110
PA5084	170	466	95	149	187	176
PA5085	965	1398	612	1398	1398	1434
PA5087	254	206	374	573	398	243
PA5088	140	79	209	354	158	178
PA5089	891	1006	391	1305	1367	1260
PA5090	1420	1805	609	1992	2078	2199
PA5091	8392	12367	3137	4767	5372	6479
PA5092	5746	9910	2045	3853	5159	6374
PA5093	5008	8137	1869	3505	4569	5815
PA5094	4217	5246	1660	2152	2754	3321
PA5095	3325	4684	1604	1754	1654	2688
PA5096	6881	9454	4535	2641	3534	4447
PA5097	3820	7043	2621	2811	4461	5604
PA5098	8672	15317	4109	9666	14236	16530
PA5099	4670	7821	1812	3626	4189	4158
PA5100	51473	72398	22041	57865	69773	73086
PA5101	901	1184	481	235	263	194
PA5102	182	283	61	213	310	212
PA5103	2002	2385	1056	2523	4131	3357
PA5104	2132	3435	875	1458	3094	2475
PA5105	4960	8133	2357	8488	8478	8007
PA5106	14694	22697	8174	20793	20472	22058
PA5107	2271	4116	1106	2194	2868	2626
PA5108	426	690	522	553	614	491
PA5109	1053	1814	569	2376	3479	2993
PA5110	5869	6486	2371	15097	17935	14124
PA5111	779	1281	539	1089	1372	1307
PA5112	3818	4501	1369	6647	7545	7167
PA5113	423	416	142	1961	3448	2977
PA5114	1571	2194	752	3096	4303	3778
PA5115	71	128	32	143	162	130
PA5116	260	218	119	89	76	81
PA5117	2080	1779	737	9123	19808	15079
PA5118	1219	1052	366	3194	6644	5308
PA5119	5233	4883	1969	26352	19024	15057
PA5120	92	110	49	395	398	403
PA5121	796	1139	456	1569	2080	1664
PA5122	588	720	272	799	854	663
PA5123	294	400	143	757	680	598
PA5124	309	378	115	906	826	527
PA5125	673	819	284	1248	1720	1336
PA5126	673	648	485	547	601	570
PA5127	244	327	98	569	652	730
PA5128	2918	3119	1438	15270	11617	9317
PA5129	520	644	183	1516	1595	1474
PA5130	1059	851	800	1545	1758	1680
PA5131	3443	3869	1660	8156	9752	8944
PA5132	184	264	65	379	447	398
PA5133	1307	1083	1105	2303	2071	1954
PA5134	3551	4386	1231	7216	7287	6349
PA5135	477	706	232	1399	1847	1655
PA5136	868	602	337	2829	5390	4958
PA5137	315	245	112	674	930	797
PA5138	271	239	130	967	1566	1758
PA5139	237	251	50	803	1267	1538
PA5140	561	722	323	1939	2690	2624
PA5141	867	1046	466	2727	3651	3909
PA5142	1466	1957	560	2476	4136	3669
PA5143	1741	1774	600	3184	3270	3519
PA5144	36	57	37	34	54	44
PA5145	1199	1232	627	789	971	930
PA5146	2837	3765	1079	6059	6674	6458
PA5147	1020	1574	445	2455	3082	2911
PA5148	716	540	214	1829	1559	1592
PA5149	1276	1585	807	2811	3691	2845
PA5149.1	73	75	20	14	27	18
PA5150	2016	2214	705	734	950	826
PA5151	377	666	361	304	475	393
PA5152	2016	2030	1488	2853	2592	2534
PA5153	5843	4861	1603	7979	4834	5889
PA5154	528	807	279	823	800	981
PA5155	491	800	258	974	712	1048
PA5156	183	238	110	450	825	764
PA5157	69	118	20	194	217	170
PA5158	199	298	105	334	392	381
PA5159	157	219	84	435	464	325
PA5160	268	357	150	496	427	315
PA5160.1	8	6	11	2	9	0
PA5161	4703	7085	2282	4281	4789	4005
PA5162	2711	4886	952	2501	4733	3825
PA5163	4721	5466	1314	4706	6394	5882
PA5164	2331	3189	789	2116	3478	2752
PA5165	1007	1366	435	2506	2252	1539
PA5166	1104	1685	501	2300	2766	2241
PA5167	1066	1037	570	1405	1350	913
PA5168	252	437	121	298	315	196
PA5169	501	735	251	414	555	336
PA5170	3525	2922	1742	92696	65875	29664
PA5171	5801	4947	2275	46344	41092	15933
PA5172	3450	2831	1293	17952	16136	7455
PA5173	4000	3866	1275	11034	15778	6714
PA5174	3332	6985	3583	11705	19508	15734
PA5175	1807	3086	820	1650	2601	2563
PA5176	1640	2341	2112	1967	2477	2495
PA5177	944	1386	558	1139	1226	1060
PA5178	16584	17584	11100	13068	11891	12168
PA5179	483	716	279	528	607	428
PA5180	1512	2167	629	427	674	595
PA5181	4899	6582	2277	1346	2032	1799
PA5181.1	22	21	23	19	12	10
PA5182	562	1418	402	770	737	659
PA5183	135	290	209	439	427	511
PA5183a	837	540	200	3553	2024	1620
PA5184	395	646	262	645	702	695
PA5185	140	283	130	230	243	214
PA5186	772	1398	447	361	482	400
PA5187	383	590	182	300	333	394
PA5188	340	745	152	283	334	367
PA5189	283	362	137	623	835	814
PA5190	201	310	127	757	799	881
PA5191	410	497	192	583	316	220
PA5192	4851	4601	2369	15467	26728	26839
PA5193	1387	1378	587	2460	4034	3945
PA5194	622	704	279	1672	2080	2113
PA5195	373	271	223	761	645	674
PA5196	256	416	106	633	497	470
PA5197	705	862	345	1176	1270	1074
PA5198	1292	1639	497	1749	2084	1732
PA5199	1574	1988	886	2587	2862	2622
PA5200	8544	6774	2531	7224	7751	6895
PA5201	2157	1827	954	6205	11311	11161
PA5202	140	126	26	230	704	703
PA5203	1756	2438	753	2860	3624	3613
PA5204	1441	1490	734	2353	3056	3387
PA5205	816	957	332	611	634	681
PA5206	2801	4189	954	2475	2460	2101
PA5207	372	569	186	1975	2182	1160
PA5208	2089	2236	832	11472	9455	5817
PA5209	1622	1976	629	1504	2709	2117
PA5210	3631	3934	1271	2697	2749	2507
PA5211	208	300	52	137	179	188
PA5212	4230	6826	2614	4157	2253	1948
PA5213	2253	3496	934	1201	1490	1458
PA5214	6698	7023	2129	9287	10006	9392
PA5215	3455	3346	1417	4166	7375	7902
PA5216	779	931	245	481	930	853
PA5217	4870	3934	995	1370	2083	2915
PA5218	608	922	182	502	597	500
PA5219	1338	1573	692	331	455	432
PA5220	4615	7558	2419	568	691	744
PA5221	1786	3295	1033	1951	3120	2776
PA5222	359	451	145	539	657	607
PA5223	3458	5538	1513	4973	6991	6564
PA5224	5793	7883	3121	9362	11337	10352
PA5225	973	1427	535	1190	1880	1626
PA5226	309	212	270	729	447	411
PA5227	538	858	532	1540	1157	972
PA5227.1	5493	5600	16713	1154	956	1190
PA5228	2482	3308	1320	4132	3735	2962
PA5229	853	876	702	1295	1470	984
PA5230	947	1087	893	3455	3190	1996
PA5231	2765	3719	1278	11135	11516	6860
PA5232	4261	4586	1942	22153	19386	12074
PA5233	1418	1498	567	1720	1997	1315
PA5234	989	1468	534	888	958	912
PA5235	522	752	203	4323	7433	7444
PA5236	851	1266	425	2170	2871	2751
PA5237	2193	3110	1227	5023	6296	5749
PA5238	384	444	286	485	471	475
PA5239	9106	10321	5724	20145	21424	13526
PA5240	8261	12175	5106	21304	18426	20392
PA5241	3269	4882	1602	6298	7810	6881
PA5242	5632	8090	4752	11449	12351	9377
PA5243	5883	9556	3394	11500	13020	9356
PA5244	809	918	586	1561	1883	1267
PA5245	1684	2087	583	3254	3094	3171
PA5246	294	477	145	619	635	534
PA5247	1210	1248	930	1619	1704	1415
PA5248	896	1500	774	1431	2249	2197
PA5249	812	1384	338	838	879	567
PA5250	970	1198	584	2343	3104	2444
PA5251	611	798	366	875	1258	862
PA5252	1248	1564	481	2676	4789	4767
PA5252a	1652	2370	962	2075	2444	1871
PA5253	7942	10395	5636	12054	9209	9932
PA5254	558	626	290	736	816	765
PA5255	14587	18427	7482	10747	12117	10257
PA5256	784	890	408	1015	1265	1039
PA5257	2812	3758	1173	3225	4261	3965
PA5258	1672	2385	1261	2147	2983	2536
PA5259	1126	1687	398	765	1231	1047
PA5260	3062	4145	1093	5848	6358	4711
PA5261	5230	7035	2767	3616	4007	3323
PA5262	1137	1709	673	1086	906	883
PA5263	3201	4411	1380	5399	6603	6482
PA5264	580	535	392	1090	924	793
PA5265	723	1038	429	1320	954	870
PA5266	223	311	86	228	375	303
PA5267	405	252	136	256	149	173
PA5268	1064	1120	448	1717	1433	1124
PA5269	579	592	591	1521	922	581
PA5270	1341	1772	698	3286	2724	1819
PA5271	997	1170	695	520	325	344
PA5272	816	1226	320	1249	1407	1136
PA5273	514	503	247	914	1188	1024
PA5274	3035	2708	1915	6060	6261	6126
PA5275	698	1066	813	711	882	871
PA5276	210	177	173	189	157	231
PA5277	4514	6856	2406	5714	9102	8555
PA5278	1089	1649	443	1633	2548	2509
PA5279	3370	4561	1386	6471	6469	6226
PA5280	534	861	239	842	1039	881
PA5281	392	687	232	819	799	673
PA5282	211	203	86	172	231	196
PA5283	1233	1521	493	1876	1830	1441
PA5284	176	226	86	280	289	237
PA5285	1472	1047	883	6428	5634	8525
PA5286	423	319	131	816	1529	2070
PA5287	846	1517	649	1648	1854	1422
PA5288	6385	6460	5896	9442	5894	6575
PA5289	1737	1641	415	1479	1408	969
PA5290	940	1521	479	1416	1707	1362
PA5291	2360	2917	1081	6805	6727	5354
PA5292	779	804	362	882	867	746
PA5293	217	357	166	503	458	464
PA5294	145	197	46	196	264	242
PA5295	1302	1917	737	2487	3697	3526
PA5296	944	1006	560	4508	5375	4602
PA5297	419	589	198	647	715	586
PA5298	962	867	511	2201	2752	2576
PA5299	1188	2001	652	1097	2113	1889
PA5300	7343	9431	4797	10247	21119	20821
PA5301	4442	4811	2845	3134	5049	4527
PA5302	646	869	352	3971	6832	6709
PA5303	327	382	106	4760	3830	4218
PA5304	2028	2686	968	20951	19143	18953
PA5305	614	895	346	805	1067	1031
PA5306	547	466	131	845	616	426
PA5307	1524	2222	690	2322	2316	2507
PA5308	607	821	488	2720	1105	710
PA5309	1102	1166	574	1468	1720	1542
PA5310	592	850	372	733	888	845
PA5311	454	685	166	289	493	446
PA5312	20581	28534	8943	7535	10558	8576
PA5313	3309	4858	1339	1093	1570	1426
PA5314	1081	1316	425	362	646	476
PA5315	513	321	181	1547	1261	1116
PA5316	2761	2294	1519	9261	7144	7095
PA5316.1	95	125	86	138	159	217
PA5317	2416	2827	1020	4045	4018	3105
PA5318	199	225	91	165	289	240
PA5319	1122	1644	829	1392	1469	1494
PA5320	1510	1650	504	2532	3400	3244
PA5321	1690	1865	1204	2879	3977	3097
PA5322	5399	7121	2427	10833	13980	11690
PA5323	2151	3131	1357	5591	7175	6997
PA5324	478	678	219	943	1234	1022
PA5325	186	173	160	179	185	179
PA5326	45	59	30	77	139	119
PA5327	126	167	87	201	235	190
PA5328	19	28	5	61	85	88
PA5329	363	401	210	454	468	425
PA5330	1488	2401	979	1726	2567	2817
PA5331	2428	3427	1218	3717	5063	5191
PA5332	4172	5113	2658	8410	8424	6946
PA5333	1079	1573	649	1524	2904	2472
PA5334	1606	2172	650	3024	4414	4490
PA5335	1102	1525	522	1780	2490	2270
PA5336	675	943	407	1983	2453	1819
PA5337	1901	2376	968	3817	3571	4195
PA5338	6807	9781	2814	10667	14763	11030
PA5339	3947	6203	2305	12228	10027	7474
PA5340	1398	1941	1039	2755	3678	3321
PA5341	127	202	36	227	479	352
PA5342	322	421	64	591	1117	1022
PA5343	517	924	223	1057	1755	1844
PA5344	3461	3895	1363	6136	4972	3984
PA5345	2967	4221	1291	6567	7930	7158
PA5346	3596	6020	1665	8108	8047	5263
PA5347	722	963	276	589	596	629
PA5348	16836	13460	5029	6962	3789	4559
PA5349	1773	2108	559	3177	4195	3748
PA5350	972	979	282	1127	1375	1153
PA5351	319	145	253	645	527	836
PA5352	165	141	33	31	48	32
PA5353	280	302	74	47	46	60
PA5354	267	315	49	26	46	47
PA5355	863	1402	437	281	328	304
PA5356	753	953	251	1010	661	553
PA5357	922	1419	287	751	1201	1040
PA5358	3073	4317	1222	1436	1831	1607
PA5359	2571	3348	795	347	450	343
PA5360	437	489	235	1131	1057	1076
PA5361	339	451	159	674	679	550
PA5362	1886	2601	1996	5284	6075	3992
PA5363	1505	2138	820	1643	1896	1635
PA5364	1142	1516	696	3890	3124	2017
PA5365	660	808	259	1351	1823	1832
PA5366	801	745	463	1528	2409	2194
PA5367	498	661	242	786	1416	1388
PA5368	771	957	291	1029	1841	1814
PA5369	967	1242	466	1922	2633	2761
PA5369.1	227	60	135	1008	372	433
PA5369.2	618179	103370	102257	619740	24136	39232
PA5369.3	39	30	60	123	128	170
PA5369.4	234	81	377	502	406	872
PA5369.5	438459	31463	40265	357286	11232	21089
PA5370	655	941	454	1280	1815	1914
PA5371	1530	1912	1451	2161	2103	2466
PA5372	611	767	254	4837	5823	4376
PA5373	1165	1200	415	14213	12996	8751
PA5374	493	426	141	7164	5538	3568
PA5375	245	267	71	2027	1773	1574
PA5376	724	1556	577	913	924	963
PA5377	642	1054	452	576	544	626
PA5378	2713	3650	1049	1594	1435	1214
PA5379	532	991	480	191	231	224
PA5380	1950	3134	934	1892	1615	1599
PA5381	82	229	112	201	232	276
PA5382	107	123	51	408	382	460
PA5383	271	266	189	91	123	141
PA5384	16	25	4	6	7	7
PA5385	17	13	9	26	25	20
PA5386	31	36	8	51	53	91
PA5387	53	80	14	48	45	50
PA5388	203	215	58	95	103	108
PA5389	246	464	167	518	395	385
PA5390	172	309	69	219	333	326
PA5391	34	30	6	34	38	39
PA5392	28	45	25	85	59	87
PA5393	93	147	61	223	291	234
PA5394	838	1258	480	994	1075	1054
PA5395	411	516	161	234	227	197
PA5396	1328	1673	990	1060	899	938
PA5397	324	644	266	196	177	199
PA5398	1371	2286	1206	776	743	784
PA5399	554	1212	483	287	354	375
PA5400	279	456	135	139	179	159
PA5401	200	436	122	169	252	280
PA5402	151	214	81	348	301	333
PA5403	41	23	18	159	96	109
PA5404	30	45	27	118	162	156
PA5405	71	59	13	133	163	147
PA5406	110	95	67	176	353	340
PA5407	124	171	24	156	406	277
PA5408	88	154	75	164	166	123
PA5409	545	1096	359	955	955	709
PA5410	916	1632	756	592	555	736
PA5411	296	296	189	345	418	500
PA5412	1024	1444	1168	2973	3753	3758
PA5413	1275	1906	779	3568	4201	4297
PA5414	531	597	316	1403	1612	1782
PA5415	1132	2207	1069	465	571	668
PA5416	672	1568	810	319	248	383
PA5417	237	464	196	63	58	55
PA5418	1622	3967	1593	623	616	788
PA5419	212	640	399	101	102	152
PA5420	952	1769	947	278	295	262
PA5421	4819	8883	2535	328	244	301
PA5422	1885	2422	811	2530	2906	2256
PA5423	1242	1852	1015	1414	1540	1284
PA5424	593	1332	2172	311	422	407
PA5425	935	993	328	2344	4837	4472
PA5426	645	633	324	1363	2844	2631
PA5427	1729	1346	677	13105	10542	5228
PA5428	591	815	252	2066	2149	1351
PA5429	6066	8092	4659	17989	27369	27670
PA5430	870	900	402	992	1639	1640
PA5431	194	270	77	362	441	356
PA5432	47	94	47	109	143	110
PA5433	108	179	54	222	337	349
PA5434	393	515	207	667	920	854
PA5435	2200	3259	1135	12046	9658	8041
PA5436	1650	2087	786	12121	8147	5953
PA5437	749	696	241	1332	1452	1054
PA5440a	156	200	24	403	412	284
PA5438	1765	2823	974	3298	3433	2788
PA5439	816	1231	427	1551	1407	1200
PA5440	515	498	163	4707	7123	6173
PA5441	1197	1340	447	4310	5875	5768
PA5442	322	512	172	811	897	1100
PA5443	2749	3953	1502	8386	10632	9391
PA5444	677	1085	309	479	634	429
PA5445	866	2377	717	10340	10591	14749
PA5446	2399	5797	2911	5799	1715	1009
PA5447	1892	2950	854	1962	1822	1475
PA5448	788	1214	324	615	689	745
PA5449	980	1604	517	1092	802	984
PA5450	1695	2475	1115	1471	1326	1382
PA5451	610	948	513	569	524	584
PA5452	2144	3563	1372	1773	1591	1842
PA5453	1413	1734	579	1024	833	1090
PA5454	2327	2873	1181	1863	1452	1416
PA5455	2000	2984	1067	4004	3851	3513
PA5456	1305	1689	543	2875	2414	2206
PA5457	415	560	205	577	645	756
PA5458	405	486	183	761	647	588
PA5459	616	825	324	1197	901	901
PA5460	1816	3837	1413	216	71	65
PA5461	2948	6501	1186	13636	7353	5655
PA5462	567	565	819	1295	1154	780
PA5463	500	638	247	1186	1077	1025
PA5464	898	1782	391	2783	3997	3163
PA5465	475	767	205	906	868	875
PA5466	211	327	63	447	383	299
PA5467	108	175	49	277	315	251
PA5468	340	468	142	514	676	787
PA5469	139	143	95	627	718	1137
PA5470	262	280	141	775	1455	1604
PA5471	690	1085	336	4654	4958	5655
PA5472	822	784	822	1432	2610	2892
PA5473	1429	2480	649	1957	1579	1100
PA5474	2587	3220	1127	4774	3984	2755
PA5475	1928	1295	647	15366	10975	5021
PA5476	492	973	228	487	497	448
PA5477	370	520	177	617	780	673
PA5478	807	1060	990	1273	2220	2098
PA5479	2504	1962	846	6012	9004	8475
PA5481	8217	3080	689	336	488	450
PA5482	2283	970	350	172	123	126
PA5483	1132	1985	570	1760	2126	2122
PA5484	778	1374	440	1859	2323	2233
PA5485	744	876	329	1286	1467	1204
PA5486	321	533	204	478	524	471
PA5487	2865	4433	1281	3432	4387	3915
PA5488	3186	4196	1318	3444	5022	3883
PA5489	6521	7626	3378	8793	8228	6222
PA5490	6030	8384	3226	13608	18836	20738
PA5491	3985	4319	1206	3261	3756	3273
PA5492	2971	3493	1605	6193	5913	4074
PA5493	4527	6490	2427	6933	9497	7773
PA5494	978	1032	768	5099	3116	2120
PA5495	2749	3316	1101	8976	9880	5591
PA5496	3089	2556	1013	1561	1614	941
PA5497	10424	9465	3077	8388	7987	4690
PA5498	1110	1912	870	1443	1586	1209
PA5499	2858	3338	744	2125	2122	1539
PA5500	1505	2253	489	1444	1540	1345
PA5501	706	1162	368	747	804	739
PA5502	1280	1459	478	1048	1361	1209
PA5503	821	820	327	1908	2533	2049
PA5504	526	575	304	2382	3076	2692
PA5505	2117	2312	1059	6864	6128	4625
PA5506	469	620	233	3772	2354	2214
PA5507	615	727	286	5008	3470	3645
PA5508	850	1100	361	4953	5031	5344
PA5509	514	630	297	1632	1948	1912
PA5510	462	574	208	1875	1745	1714
PA5511	524	749	200	1246	1648	1332
PA5512	323	531	169	830	1314	1015
PA5513	358	462	168	672	850	741
PA5514	382	477	140	413	465	361
PA5515	1169	1535	592	929	1264	825
PA5516	839	941	259	1424	2026	2031
PA5517	148	162	76	462	530	476
PA5518	588	736	169	1520	2059	1736
PA5519	555	554	326	655	615	555
PA5520	1083	1304	591	763	770	702
PA5521	2149	3364	1446	1340	1680	1705
PA5522	915	1923	365	496	870	832
PA5523	2493	4488	1017	2082	2691	2602
PA5524	760	1077	386	771	907	913
PA5525	1187	2365	683	932	1198	977
PA5526	760	1171	1074	652	554	589
PA5527	2221	3181	1579	1449	2471	2092
PA5528	9633	9133	2764	10426	9838	11287
PA5529	1501	1782	803	3588	3132	2836
PA5530	262	289	142	614	557	422
PA5531	8555	7993	4501	1672	1939	1943
PA5533	934	1152	275	954	1106	1132
PA5534	127	174	37	169	207	210
PA5535	246	329	81	297	260	266
PA5536	33	33	7	44	49	40
PA5537	369	562	271	395	353	295
PA5538	149	350	72	159	226	226
PA5539	66	86	18	39	46	58
PA5540	47	74	30	68	56	81
PA5541	242	291	101	151	199	234
PA5542	653	672	229	446	445	597
PA5543	140	152	61	45	60	57
PA5544	1106	1394	425	697	620	697
PA5545	2024	2668	694	1411	1083	1377
PA5546	4563	5546	2199	2632	1769	1458
PA5547	403	638	319	1505	739	598
PA5548	453	629	253	938	1430	1430
PA5549	1792	2355	1344	3626	6139	5596
PA5550	348	524	336	505	724	742
PA5551	743	1050	384	982	1364	1272
PA5552	2313	2904	968	5315	8131	6730
PA5553	973	1116	507	4638	9850	8900
PA5554	7169	7255	4213	57887	104503	96530
PA5555	2288	1916	1325	16284	32007	31997
PA5556	10586	9172	4213	57789	118369	109085
PA5557	5222	3893	1519	17806	46444	38594
PA5558	4178	3609	3224	19262	42439	38552
PA5559	1436	1516	3605	7203	12862	11951
PA5560	4124	3812	2091	15901	21882	19701
PA5561	1133	769	769	1055	1501	1124
PA5562	2477	2699	889	5193	8257	7306
PA5563	1540	1448	627	3505	4077	3261
PA5564	638	697	268	1648	2455	2035
PA5565	4273	4698	2188	6459	9784	8016
PA5566	222	279	230	224	230	209
PA5567	707	871	344	1177	1690	1452
PA5568	5860	6177	2459	17474	23735	17444
PA5569	8611	11972	4126	21476	22338	14307
