Geneid	B1N.sam	B2N.sam	B3N.sam	P1N.sam	P2N.sam	P3N.sam
PA4941	9966	8879	16965	41299	42432	39852
PA4942	10986	9216	17902	39401	40405	39579
PA4943	10988	11347	18686	38188	38649	39055
PA4944	6641	2809	9830	3251	2586	3330
PA4945	4798	2793	7103	6982	6252	5546
PA4946	1827	3094	3776	11364	12578	9923
PA4947	3101	3475	4755	10853	10556	8974
PA4948	454	588	686	1095	1347	1108
PA4949	450	1167	1162	2812	3333	2091
PA4950	724	1677	1352	4030	4741	3192
PA4951	2164	1908	3142	4005	3439	3417
PA4952	1156	1557	2166	6203	6421	5605
PA4953	994	1191	1692	5045	4882	3161
PA4954	1314	1059	2140	2773	2656	2038
PA4955	712	1529	1315	1806	1746	1337
PA4956	1113	1577	1451	3725	4489	4146
PA4957	1533	1934	2202	6200	6560	6297
PA4958	2493	3329	4014	5861	6964	5475
PA4959	2385	2294	3564	7745	7705	6096
PA4960	2235	1991	3730	8486	7611	7974
PA4961	2182	2302	3607	6640	6405	5524
PA4962	64	109	89	341	345	223
PA4963	2420	2879	3208	5758	7467	6147
PA4964	3039	2499	5135	11110	12594	12000
PA4965	166	285	363	1717	1817	1510
PA4966	399	815	898	3304	4044	3238
PA4967	1780	1553	3317	8367	8434	8191
PA4968	808	1159	1177	2979	3145	2521
PA4969	410	943	764	3397	3668	3442
PA4970	560	628	1111	1713	2416	1898
PA4971	2021	1904	3611	5763	5455	5504
PA4972	1092	1150	1768	2956	3273	2285
PA4973	802	654	950	2414	2692	1949
PA4974	2637	2800	3297	7741	6798	7403
PA4975	191	371	402	414	410	425
PA4976	266	552	457	391	544	336
PA4977	205	344	348	231	264	228
PA4978	349	496	664	319	407	294
PA4979	310	298	563	183	182	150
PA4980	144	152	256	95	90	108
PA4981	275	334	418	334	259	245
PA4982	206	273	305	234	268	184
PA4983	339	1478	556	1381	2582	1477
PA4984	315	421	608	655	720	583
PA4985	34	166	174	536	810	543
PA4986	316	288	574	776	815	615
PA4987	194	280	270	1387	1427	1326
PA4988	249	622	473	2587	3015	2343
PA4989	62	103	145	224	234	232
PA4990	195	136	297	362	312	218
PA4991	816	1349	1510	3984	4716	4317
PA4992	518	1091	756	2677	3788	3038
PA4993	926	2397	1329	1537	2212	1311
PA4994	230	272	385	319	417	316
PA4995	235	447	336	1353	1923	1168
PA4996	2683	6344	6092	22228	27032	14850
PA4997	2415	2088	4659	9642	8735	7485
PA4998	806	633	1111	3559	2767	2207
PA4999	898	540	1268	4651	3577	3137
PA5000	2531	2034	3948	7235	8832	6635
PA5001	1769	1959	2689	9851	13134	9660
PA5002	1193	1746	2361	10461	13281	8309
PA5003	624	1317	1164	5083	6896	4642
PA5004	1623	1747	3075	7836	8883	7894
PA5005	5268	3814	7580	18664	20395	19559
PA5006	1434	974	2373	4339	4578	3865
PA5007	601	819	1099	3245	3825	2957
PA5008	898	1148	1695	4387	4827	3852
PA5009	389	328	678	2390	2097	2161
PA5010	1159	1851	1842	8847	10745	9388
PA5011	740	1265	1456	4699	6338	4324
PA5012	836	1833	1404	5829	8934	6611
PA5013	10891	5890	14875	16827	14567	16714
PA5014	4130	4991	6464	7249	8876	7651
PA5015	10985	7716	17506	82356	77128	104215
PA5016	3164	3953	6436	32646	37970	38163
PA5017	1422	1637	2114	4276	4362	3328
PA5018	1888	3225	2765	2993	3529	3119
PA5019	749	1202	1269	2251	2468	2585
PA5020	451	592	707	832	1819	887
PA5021	299	473	464	3240	3417	2719
PA5022	1072	1392	1807	5859	6123	4656
PA5023	799	1467	1565	709	1235	783
PA5024	174	299	292	827	615	1158
PA5025	643	425	605	2137	1925	2043
PA5026	241	248	308	264	510	299
PA5027	944	1100	1142	7762	7161	5415
PA5028	2420	1930	3371	3392	2747	3327
PA5029	140	345	231	1123	1345	1340
PA5030	269	832	1272	3789	2902	3172
PA5031	83	172	155	199	280	177
PA5032	110	141	124	142	129	79
PA5033	167	192	165	452	406	440
PA5034	1969	1126	2114	5159	4504	5117
PA5035	1804	2689	3094	3938	6553	3671
PA5036	5158	4786	8109	11268	14282	9140
PA5037	4285	7109	7138	12179	15718	13650
PA5038	2718	1991	4077	5718	5525	5534
PA5039	1509	1505	2264	4841	4670	3876
PA5040	5313	3987	8695	12518	10103	11785
PA5041	893	722	1405	1862	1863	1915
PA5042	777	734	1176	1952	1787	1900
PA5043	884	541	1256	1873	1683	1886
PA5044	2251	3104	4008	8012	10467	7832
PA5045	2557	2887	3687	4638	4122	3572
PA5046	8602	4915	7697	18796	15906	20072
PA5047	1402	1095	2126	3709	3799	3019
PA5048	491	655	802	2649	3502	2566
PA5049	5348	999	4974	10356	4138	7338
PA5050	746	1349	1193	3706	4729	3741
PA5051	2685	3104	3937	13466	16827	15259
PA5052	789	1733	1294	4014	7347	4249
PA5053	7328	5152	8357	5441	3199	5544
PA5054	9003	6257	13601	16870	9675	18911
PA5055	793	832	1183	1873	1487	1640
PA5056	2684	2072	3535	1567	1300	1223
PA5057	1390	1792	2629	717	695	557
PA5058	3576	3127	5043	596	807	530
PA5059	508	806	746	606	943	572
PA5060	11683	7358	23079	13539	13681	11581
PA5061	1799	1596	2995	2125	2073	1835
PA5062	679	266	1027	1275	970	953
PA5063	2301	1813	2987	5685	4620	4782
PA5064	698	855	1296	2737	2556	2448
PA5065	1692	1949	2562	6709	7492	5516
PA5066	1617	1773	2522	3956	4503	3489
PA5067	1496	863	2004	2380	2157	1799
PA5068	1011	543	1241	1587	1271	1447
PA5069	829	1511	1358	2881	3304	2280
PA5070	981	605	1502	2424	1795	1528
PA5071	149	343	354	1253	1530	943
PA5072	91	153	176	591	858	535
PA5073	774	559	798	949	807	724
PA5074	318	373	459	1957	1930	1999
PA5075	306	454	429	1694	1856	2025
PA5076	1144	776	1390	2639	2407	2768
PA5077	2884	4265	5732	13870	14752	12611
PA5078	3745	3000	6390	10582	9187	8801
PA5079	748	577	1143	1626	1634	1799
PA5080	1681	1926	2089	4555	4575	5285
PA5081	114	176	162	566	706	478
PA5082	289	231	445	2256	1998	1378
PA5083	90	227	118	983	1926	771
PA5084	101	310	234	2152	2893	1126
PA5085	649	1166	1359	2005	1989	1493
PA5087	216	157	233	559	262	286
PA5088	184	117	206	215	53	116
PA5089	871	628	1226	1471	1094	1117
PA5090	1226	1208	1964	2109	1868	1611
PA5091	7181	7557	13393	4432	3151	4027
PA5092	4200	7442	8534	4154	3852	3745
PA5093	3989	5706	7852	3847	2955	2806
PA5094	3892	3518	5679	2151	1757	1802
PA5095	2931	3151	5038	1529	1108	1064
PA5096	4898	8112	7983	2189	2485	1916
PA5097	3443	5544	6767	2773	2826	2662
PA5098	6568	12254	12198	10812	11918	10059
PA5099	4907	5063	8217	3321	2681	2371
PA5100	45738	52242	71097	60047	50984	57857
PA5101	606	781	1068	438	378	307
PA5102	109	144	173	338	400	350
PA5103	1240	1922	2036	4776	7030	5093
PA5104	1453	1852	2603	3594	4002	3566
PA5105	3689	5266	5357	11168	11828	10238
PA5106	12036	15825	19639	23763	23205	23571
PA5107	1492	2231	3063	3256	3716	2996
PA5108	293	586	614	735	1100	832
PA5109	585	1309	1372	4858	5326	4227
PA5110	3830	4654	6378	24088	23724	24063
PA5111	654	818	1668	1557	1229	1151
PA5112	3072	3606	4419	8334	9920	7242
PA5113	352	450	427	5519	8501	4483
PA5114	1220	2016	1575	9189	11876	7088
PA5115	70	87	125	188	206	157
PA5116	171	204	454	119	173	106
PA5117	2222	1276	2737	20307	20275	19213
PA5118	1085	850	1302	8918	8380	7503
PA5119	7813	1945	7576	13057	7751	9541
PA5120	93	85	153	813	635	570
PA5121	628	959	971	3340	3703	2805
PA5122	302	579	504	1236	1417	1205
PA5123	197	332	321	988	1012	881
PA5124	263	272	379	638	764	475
PA5125	475	612	756	1113	1399	1308
PA5126	281	838	486	728	1169	749
PA5127	230	228	395	891	831	897
PA5128	4191	1371	4281	23216	10753	15272
PA5129	917	255	1077	3493	1690	2174
PA5130	1224	855	1476	3217	3073	2826
PA5131	3149	2321	4625	18182	13854	15885
PA5132	135	281	241	656	808	430
PA5133	1107	970	1636	4122	3997	2841
PA5134	2939	3416	5018	11413	12988	9425
PA5135	276	801	527	3166	4476	2624
PA5136	659	795	611	8016	11245	7473
PA5137	231	216	299	1025	1041	964
PA5138	263	275	278	1670	1855	1784
PA5139	166	151	240	974	991	1193
PA5140	667	437	1203	4005	2786	3597
PA5141	714	947	1178	5464	5316	5797
PA5142	1257	1245	1952	6388	5857	6064
PA5143	1951	999	2608	6199	4102	5422
PA5144	34	107	37	91	134	55
PA5145	649	1610	1187	1742	2045	1507
PA5146	2607	2095	4123	10669	8786	9116
PA5147	818	985	1332	5039	4911	4439
PA5148	1116	318	1329	2558	1726	2111
PA5149	650	1718	1188	5089	7361	4996
PA5149.1	73	60	80	50	57	42
PA5150	1595	1096	2336	1469	1465	1182
PA5151	252	656	463	840	1319	716
PA5152	1874	1788	2680	4156	4562	3852
PA5153	6113	3346	8295	5613	3994	4182
PA5154	469	599	792	779	599	459
PA5155	443	498	815	872	581	552
PA5156	146	201	176	1268	1478	1226
PA5157	68	86	89	253	243	246
PA5158	152	295	309	496	587	440
PA5159	107	123	234	500	404	445
PA5160	238	246	338	507	498	454
PA5160.1	2	3	9	8	5	3
PA5161	6529	3713	8499	6034	5377	5459
PA5162	1896	3069	3314	5362	6456	5309
PA5163	4838	3078	5758	7101	6827	7097
PA5164	1688	2038	2453	3666	3901	4165
PA5165	851	910	1098	3574	3367	2694
PA5166	750	1155	1352	4583	4968	4017
PA5167	1701	543	1932	2135	2165	943
PA5168	256	249	337	514	577	268
PA5169	447	547	710	911	1097	361
PA5170	4575	2374	4662	62072	60001	49914
PA5171	7780	4128	7929	26972	36533	22985
PA5172	6421	1587	7238	8628	8793	7197
PA5173	4366	3069	6474	6190	10020	6435
PA5174	2733	4739	6349	21444	24437	24659
PA5175	1098	1838	2422	3588	3909	3381
PA5176	1632	1937	3007	3188	3914	3183
PA5177	892	934	1644	1561	1621	1331
PA5178	12457	13103	18318	17325	18848	15289
PA5179	309	693	463	937	1168	878
PA5180	1447	1338	2311	1257	1153	1164
PA5181	5103	3908	8536	2657	4255	3401
PA5181.1	29	22	71	36	35	21
PA5182	488	1386	3966	2770	2787	1413
PA5183	186	373	780	835	1114	553
PA5183a	1156	275	1149	2708	1669	1609
PA5184	291	542	468	666	859	738
PA5185	142	187	246	290	275	243
PA5186	416	915	962	474	611	441
PA5187	370	351	708	377	511	373
PA5188	235	461	423	443	663	421
PA5189	206	320	339	898	1068	963
PA5190	287	188	429	1099	762	906
PA5191	247	247	322	658	433	527
PA5192	4452	2870	5930	24942	20959	27770
PA5193	1030	1192	1498	7055	8176	7051
PA5194	454	453	605	4088	3313	3912
PA5195	368	182	623	990	805	807
PA5196	266	357	336	1004	857	748
PA5197	664	925	1011	1983	2389	2036
PA5198	957	1206	1621	3110	3746	2937
PA5199	1234	1636	2003	5563	6395	4794
PA5200	5794	5933	7524	18119	20702	17883
PA5201	2250	1298	2479	17583	18956	19706
PA5202	102	115	174	1010	1432	1427
PA5203	1687	1208	2186	4185	4130	3977
PA5204	959	1596	1435	7141	7358	6477
PA5205	608	571	819	758	763	704
PA5206	1895	2712	3224	3298	3516	3105
PA5207	237	451	406	1799	2406	1635
PA5208	1335	1626	1862	8764	9018	7696
PA5209	1062	1206	1725	3132	4409	3044
PA5210	3002	2824	4361	3595	4413	3246
PA5211	100	408	204	317	532	237
PA5212	1981	3642	3900	5356	5009	3995
PA5213	1592	1837	2576	1872	2154	1754
PA5214	4374	4700	6264	15318	11470	15593
PA5215	3138	2966	3933	11577	13211	12860
PA5216	435	762	731	2097	2201	1485
PA5217	4522	2058	5411	4700	2632	3672
PA5218	408	675	650	823	1070	909
PA5219	1105	1673	1731	645	702	561
PA5220	6259	5416	9937	494	580	539
PA5221	1498	2813	3527	4687	5816	4330
PA5222	392	398	631	1239	1324	1067
PA5223	2254	4642	4477	11369	13700	11779
PA5224	5030	6308	8092	16095	18408	17227
PA5225	626	1274	1076	3518	4462	3079
PA5226	536	174	583	755	531	601
PA5227	1067	467	1814	1876	1196	1355
PA5227.1	2801	6838	4146	2124	3536	2087
PA5228	2610	2127	3738	6531	6715	4906
PA5229	794	914	1207	1350	2011	1257
PA5230	909	1100	1422	2969	4062	2515
PA5231	2612	3109	3936	9006	13527	8337
PA5232	3219	2988	5128	16685	17092	13745
PA5233	548	1535	863	2851	3821	3149
PA5234	672	1081	1123	1429	2548	1616
PA5235	441	527	664	7386	7059	6872
PA5236	620	803	1275	4397	4667	4075
PA5237	2029	1980	3543	9999	10809	9952
PA5238	462	413	527	739	809	630
PA5239	10606	5072	13590	20617	15529	12639
PA5240	13183	7038	22633	32495	22878	29220
PA5241	3288	3397	5332	14392	13727	11543
PA5242	5625	5098	9323	15246	17399	14688
PA5243	4432	6160	7351	15293	16808	14873
PA5244	698	962	944	2438	3299	1978
PA5245	1594	1422	2636	4579	3103	4155
PA5246	201	263	337	863	998	775
PA5247	640	1274	1016	2018	2898	2137
PA5248	552	1380	1075	3373	3821	3021
PA5249	541	934	955	1322	1169	752
PA5250	835	961	1248	4947	5304	4214
PA5251	380	575	560	2141	2891	1866
PA5252	1219	877	1551	8434	8048	7784
PA5252a	1354	1683	2133	3012	3356	2547
PA5253	14771	3761	22110	16169	9160	13282
PA5254	392	596	562	1102	1200	1192
PA5255	7478	14111	13083	21260	21585	22350
PA5256	334	982	530	1982	2629	2020
PA5257	2499	2271	4159	6307	6155	5794
PA5258	1504	1993	2558	3845	4750	4169
PA5259	763	1377	1361	1615	2810	1592
PA5260	3054	2531	4948	9033	9021	6913
PA5261	4667	4701	8706	6305	6740	5252
PA5262	1276	927	2168	1563	1461	1237
PA5263	2842	2618	4096	8923	9150	8637
PA5264	383	415	563	1436	1085	1130
PA5265	651	744	931	1372	1193	1167
PA5266	187	406	237	480	726	435
PA5267	455	314	383	364	338	283
PA5268	969	713	1149	3041	2591	2166
PA5269	483	505	686	1458	1136	1106
PA5270	848	1092	1138	4726	4839	3495
PA5271	1210	906	1981	591	404	490
PA5272	669	833	1162	2132	2479	2027
PA5273	388	613	469	1666	2310	1606
PA5274	3583	2496	4953	8086	7145	7809
PA5275	682	857	1544	1225	1163	1177
PA5276	247	240	290	276	321	348
PA5277	3290	5315	5270	10718	13905	12590
PA5278	980	1098	1657	3644	3637	3592
PA5279	2155	2545	3614	10656	9694	9313
PA5280	339	697	715	1648	1996	1289
PA5281	387	694	535	1158	1350	926
PA5282	69	168	134	325	484	300
PA5283	792	998	1104	2039	2565	1950
PA5284	141	154	208	322	372	322
PA5285	1442	712	2076	13438	7752	13281
PA5286	613	280	679	3832	2602	3326
PA5287	486	1179	890	3905	5046	3328
PA5288	11889	5584	16433	11650	8297	8595
PA5289	940	1043	1334	2922	2426	2225
PA5290	533	1351	864	2922	4200	2336
PA5291	2395	1621	3429	8497	7174	6431
PA5292	782	559	1070	1244	1123	1126
PA5293	136	258	228	453	654	495
PA5294	113	218	198	413	542	339
PA5295	1021	1470	1631	4289	5494	4187
PA5296	1410	675	1831	9759	7450	7055
PA5297	436	342	731	1271	1701	1221
PA5298	910	694	1100	6922	4344	6104
PA5299	1166	1416	2216	3633	4672	3315
PA5300	5428	8692	8804	22546	29516	30353
PA5301	3188	2831	5649	5883	5969	7262
PA5302	330	1056	527	6348	7548	7012
PA5303	299	321	505	5570	3213	5129
PA5304	1954	2631	2625	24313	19766	24880
PA5305	767	428	1360	1461	1252	1350
PA5306	473	252	665	1171	738	876
PA5307	1657	1627	3091	4474	4501	4021
PA5308	663	495	1075	1952	1080	1179
PA5309	673	747	1291	1726	1555	1769
PA5310	489	804	725	1658	1652	1771
PA5311	217	389	423	702	905	663
PA5312	14165	15944	27164	16098	16048	18968
PA5313	2099	2574	4051	2861	3183	3313
PA5314	479	1165	929	1289	1270	1596
PA5315	413	329	446	4176	1871	2365
PA5316	3515	2474	4100	23646	11525	14772
PA5316.1	155	68	188	520	317	460
PA5317	1676	1844	2150	5977	6714	5570
PA5318	102	199	219	394	580	441
PA5319	772	1211	1428	2473	2798	2246
PA5320	1416	1041	1871	4851	5235	3969
PA5321	931	1922	1361	5313	7349	5640
PA5322	4927	4456	8287	18736	20653	16962
PA5323	2342	1746	4504	9068	8108	8316
PA5324	342	504	501	1409	1656	1319
PA5325	143	158	178	274	334	230
PA5326	57	48	70	178	140	169
PA5327	113	155	173	278	480	280
PA5328	24	30	22	94	202	73
PA5329	456	225	753	630	670	566
PA5330	1575	1774	2481	4073	4322	4075
PA5331	1843	2605	3240	7790	8926	8298
PA5332	3893	3141	5307	16777	15328	14393
PA5333	563	1560	1036	3935	5376	4229
PA5334	1054	1743	1699	6668	7100	7067
PA5335	693	1286	1127	5505	6715	4355
PA5336	518	727	686	4789	5691	4219
PA5337	3337	1334	4771	5371	2804	4185
PA5338	6792	5365	10812	18261	17478	15281
PA5339	2659	5685	4406	18768	15195	17770
PA5340	1404	1657	2801	3727	4083	3594
PA5341	92	129	145	593	622	484
PA5342	182	313	334	1437	1528	1446
PA5343	430	730	690	2196	2825	2558
PA5344	2639	2807	3430	10047	9790	8452
PA5345	1994	3816	3467	14792	17961	13963
PA5346	2720	3645	4677	11018	12549	9420
PA5347	644	398	1190	702	600	580
PA5348	19050	10619	25934	6690	4057	4039
PA5349	1240	1669	2070	4771	5507	4854
PA5350	608	704	811	1665	2175	1580
PA5351	193	163	177	780	777	1017
PA5352	104	92	148	58	45	48
PA5353	207	213	231	60	54	38
PA5354	103	272	203	63	52	35
PA5355	716	965	888	491	623	477
PA5356	427	561	772	986	777	540
PA5357	548	1082	813	1611	1972	1641
PA5358	2102	2825	3590	3166	3338	2963
PA5359	2164	2478	3179	828	1083	897
PA5360	579	355	743	1853	1479	1581
PA5361	261	442	328	1158	1132	1013
PA5362	1192	1804	2710	10760	12487	8096
PA5363	1324	1745	2269	2717	3703	2351
PA5364	1671	1070	2523	5175	4782	3510
PA5365	474	576	799	1869	1563	1900
PA5366	612	803	916	2324	2313	2772
PA5367	298	717	499	1348	1612	1640
PA5368	528	909	951	1965	1693	2138
PA5369	953	1095	1566	2897	2589	3127
PA5369.1	533	26	443	1711	884	776
PA5369.2	1118622	14154	504930	433639	19844	46981
PA5369.3	54	80	46	159	204	225
PA5369.4	346	159	227	957	943	1211
PA5369.5	707418	3128	412496	143942	8457	22339
PA5370	521	842	820	2970	3332	2512
PA5371	2005	1698	2723	3978	3559	3923
PA5372	555	545	669	2006	2905	2000
PA5373	1023	558	985	6094	6837	4969
PA5374	652	182	638	4952	4237	2846
PA5375	259	148	239	1162	1188	691
PA5376	893	735	1896	1281	913	1144
PA5377	750	649	1532	805	756	813
PA5378	2324	2231	3863	1858	1743	1667
PA5379	325	876	998	319	345	320
PA5380	1689	1879	2470	1672	1548	1459
PA5381	99	201	181	275	334	282
PA5382	68	119	118	375	373	366
PA5383	101	128	284	496	524	595
PA5384	9	10	31	25	32	15
PA5385	8	7	15	28	25	35
PA5386	26	41	33	69	143	91
PA5387	31	39	42	54	77	55
PA5388	147	174	225	148	161	125
PA5389	170	302	279	517	408	401
PA5390	127	168	208	384	356	334
PA5391	16	23	24	46	60	35
PA5392	14	54	32	91	97	101
PA5393	68	88	112	307	349	256
PA5394	561	1021	788	1331	1524	1262
PA5395	228	509	347	303	367	257
PA5396	1489	1045	2366	1404	1188	1083
PA5397	344	414	568	293	240	308
PA5398	1712	1266	3002	1109	801	982
PA5399	421	810	1053	599	637	511
PA5400	146	293	384	201	269	194
PA5401	107	281	272	185	194	158
PA5402	102	122	188	257	279	239
PA5403	96	20	58	176	111	91
PA5404	16	48	20	150	132	110
PA5405	33	41	40	102	163	99
PA5406	104	94	82	454	550	617
PA5407	75	77	105	596	679	661
PA5408	87	80	158	132	203	161
PA5409	354	680	599	950	1128	814
PA5410	1002	1142	1784	1273	934	1159
PA5411	253	264	388	816	838	755
PA5412	680	1684	1196	7827	9593	7503
PA5413	1402	1350	2885	6166	4523	6469
PA5414	602	532	808	2533	2575	2760
PA5415	921	1252	2608	773	678	794
PA5416	661	837	2639	566	296	412
PA5417	173	193	443	113	64	93
PA5418	1248	2404	4871	1279	898	1072
PA5419	189	455	705	202	206	166
PA5420	550	1468	2191	533	503	552
PA5421	3114	6191	9511	433	509	411
PA5422	1209	1891	2264	3285	4303	3443
PA5423	661	1345	1496	2073	3311	1938
PA5424	522	1551	1365	766	1249	1010
PA5425	681	842	892	7414	7785	8198
PA5426	758	654	709	5267	6303	5978
PA5427	2165	2386	3307	9864	12656	9224
PA5428	479	445	811	2265	2519	1953
PA5429	7018	4374	11042	62962	36567	57037
PA5430	489	816	805	2980	3415	3153
PA5431	112	279	191	569	733	437
PA5432	82	96	93	220	232	193
PA5433	61	168	149	555	692	448
PA5434	356	434	514	1157	1106	1050
PA5435	3205	1979	5496	7385	6492	7795
PA5436	2264	1467	2962	9593	7711	7977
PA5437	785	531	872	1582	2498	1284
PA5440a	125	111	179	438	382	343
PA5438	1439	1515	2837	3653	3679	2556
PA5439	630	778	1308	1296	1172	1220
PA5440	277	451	311	8196	12989	11810
PA5441	1136	1307	1316	10233	12972	10286
PA5442	324	415	466	1812	2083	1396
PA5443	2181	3136	3622	20548	22153	20202
PA5444	365	1132	546	1320	2000	1196
PA5445	952	1846	2556	36346	23230	26424
PA5446	2407	1902	3198	3088	1542	1880
PA5447	1577	1421	2400	2282	1776	1788
PA5448	648	1105	984	955	1016	749
PA5449	952	1299	1536	1188	974	970
PA5450	1224	2382	2250	1745	1846	1604
PA5451	617	856	1189	812	764	580
PA5452	1822	3025	3439	1928	2065	1514
PA5453	1989	1063	3298	978	840	849
PA5454	2896	2191	3922	2338	2378	1668
PA5455	2438	2631	3653	4896	4855	3840
PA5456	1244	1281	1897	3107	2691	2339
PA5457	345	527	644	854	935	724
PA5458	392	453	541	1067	1090	837
PA5459	529	740	922	1387	1258	1064
PA5460	758	1534	1529	246	142	147
PA5461	2648	1744	3447	20661	8249	13449
PA5462	412	750	502	1937	2463	1628
PA5463	349	369	474	1882	1652	1670
PA5464	578	1210	1361	6151	7567	4797
PA5465	285	680	513	1571	1800	1341
PA5466	115	230	209	645	568	403
PA5467	98	155	154	412	537	339
PA5468	296	252	484	672	702	543
PA5469	104	110	158	605	850	604
PA5470	42	123	102	994	1728	1171
PA5471	276	387	391	4447	4545	3518
PA5472	495	900	634	3947	5088	5433
PA5473	1379	1533	2372	2481	2758	1768
PA5474	1737	2693	2993	6146	6187	4570
PA5475	1687	1590	1853	9309	11045	8185
PA5476	455	611	822	608	580	553
PA5477	236	433	387	1002	1267	1028
PA5478	494	994	724	2311	3721	2784
PA5479	2597	926	1792	8220	4869	6221
PA5481	6945	1379	1954	2100	1649	2092
PA5482	1292	876	440	677	641	761
PA5483	1377	1038	2189	2434	2471	2442
PA5484	852	918	1763	3352	3320	3244
PA5485	486	727	829	2562	2667	2245
PA5486	301	431	409	1180	1399	1163
PA5487	2593	3607	5173	7621	8200	6862
PA5488	2954	3203	5156	7423	8404	7089
PA5489	4967	5635	7141	14184	14045	13005
PA5490	6502	5814	9751	22950	18442	25333
PA5491	3397	2022	4259	6514	5285	4615
PA5492	2010	2624	2929	9488	9597	7744
PA5493	4173	4550	6842	13308	15411	12855
PA5494	1187	826	1435	3964	3676	3294
PA5495	1833	3166	3157	11598	19397	10451
PA5496	3647	1769	3868	990	1582	1053
PA5497	11095	6032	12299	5728	6012	5902
PA5498	668	1660	1293	1378	1848	1123
PA5499	1647	2616	2776	1888	2171	1564
PA5500	1143	1007	1999	1504	1521	1196
PA5501	526	956	849	1065	1248	963
PA5502	859	1097	1369	1837	2123	1747
PA5503	728	551	917	4976	5286	4398
PA5504	676	450	892	4948	4085	3646
